DateValue,HourValue,TimeValue,EnergyConsumption,Setpoint,Temperature,Humidity,DewPoint,Evap Leaving Temp,Evap Entering Temp,Evpt Rfgt Pressure,Evap Sat Rfgt Temp,Cond Entering Temp,Cond Leaving Temp,Condenser Rfgt Pressure,Cond Sat Rfgt Temp,Avg Setpoint,Load,Active chilled setpoint source
09-01-2022,4,4 - 5 AM,193.875,6,19.45,90,17.45,6.41,9.82,417.55,5.4,27.59,29.8,1125.53,30.64,6.41,47.64,1
09-01-2022,5,5 - 6 AM,190.75,6,20.28,96.33,19.55,6.42,9.82,417.27,5.38,27.26,29.45,1111.12,30.27,6.41,47.21,1
09-01-2022,6,6 - 7 AM,185.25,6,20.28,97,19.68,6.41,9.77,416.88,5.36,26.93,29.04,1094.57,29.84,6.42,46.22,1
09-01-2022,7,7 - 8 AM,194.5,6,19.29,95,18.29,6.41,9.85,416.97,5.37,27.37,29.6,1119.05,30.46,6.41,48,1
09-01-2022,8,8 - 9 AM,201.375,6,18.96,84.17,15.79,6.4,9.81,418.4,5.44,28.61,30.91,1172.85,31.8,6.41,49.68,1
09-01-2022,9,9 - 10 AM,207.625,6,21.46,72,15.86,6.4,9.83,418.62,5.45,29.23,31.61,1202.42,32.5,6.41,50.9,1
09-01-2022,10,10 - 11 AM,212.875,6,23.29,62.5,15.79,6.4,9.83,418.83,5.46,29.82,32.26,1230.53,33.16,6.41,51.93,1
09-01-2022,11,11 - 12 AM,219,6,25.12,54,15.92,6.39,9.83,418.88,5.47,30.51,33,1265.25,33.95,6.41,53.25,1
09-01-2022,12,12 - 1 PM,226.125,6,26.12,49,15.92,6.39,9.9,418.68,5.45,30.86,33.47,1287.67,34.45,6.41,54.81,1
09-01-2022,13,1 - 2 PM,227.5,6,27.62,45,16.62,6.4,9.92,418.5,5.44,30.75,33.41,1284.47,34.38,6.41,54.69,1
09-01-2022,14,2 - 3 PM,223.375,6,27.46,43,16.06,6.39,9.89,418.53,5.44,30.59,33.2,1274.41,34.16,6.42,53.97,1
09-01-2022,15,3 - 4 PM,224.375,6,27.29,49,17.09,6.4,9.91,418.52,5.45,30.54,33.16,1272,34.1,6.41,54.05,1
09-01-2022,16,4 - 5 PM,240.5,6,25.96,49,15.76,6.39,10.06,417.83,5.41,31.24,34.1,1319.02,35.16,6.41,57.6,1
09-01-2022,17,5 - 6 PM,247.25,6,25.62,51.83,15.99,6.41,10.11,417.97,5.41,31.74,34.69,1347.43,35.78,6.41,58.93,1
09-01-2022,18,6 - 7 PM,229.875,6,24.62,54.5,15.52,6.41,9.91,418.75,5.46,31.26,33.9,1308.05,34.91,6.41,55.31,1
09-01-2022,19,7 - 8 PM,225.5,6,23.79,59,15.59,6.41,9.87,418.82,5.46,31.02,33.6,1293.57,34.58,6.41,54.37,1
09-01-2022,20,8 - 9 PM,218.875,6,23.79,63,16.39,6.41,9.82,419.14,5.48,30.56,33.04,1266.15,33.97,6.41,52.78,1
09-01-2022,21,9 - 10 PM,217.625,6,23.29,68.83,17.06,6.39,9.85,418.74,5.45,30.3,32.81,1257,33.76,6.39,52.88,1
09-01-2022,22,10 - 11 PM,214.625,6,22.95,74,17.75,6.4,9.84,418.83,5.46,30.06,32.53,1244.5,33.48,6.39,52.34,1
09-01-2022,23,11 - 12 PM,222,6,22.61,78.67,18.34,6.4,9.94,418.3,5.44,30.07,32.65,1252.15,33.66,6.41,53.66,1
10-01-2022,0,12 - 1 AM,217.625,6,21.95,84,18.75,6.4,9.89,418.53,5.45,29.88,32.4,1239.1,33.36,6.41,52.88,1
10-01-2022,1,1 - 2 AM,213.625,6,21.28,87,18.68,6.4,9.87,418.6,5.45,29.68,32.14,1227.03,33.08,6.41,52.2,1
10-01-2022,2,2 - 3 AM,222.5,6,20.78,87,18.18,6.4,9.98,418.28,5.43,29.81,32.43,1243.08,33.44,6.41,54.24,1
10-01-2022,3,3 - 4 AM,218.5,6,21.28,87.83,18.85,6.4,9.92,418.4,5.44,29.82,32.37,1238.58,33.35,6.41,53.21,1
10-01-2022,4,4 - 5 AM,219.125,6,20.45,89,18.25,6.4,9.93,418.28,5.43,29.79,32.35,1238.28,33.34,6.41,53.41,1
10-01-2022,5,5 - 6 AM,216,6,20.28,90.33,18.35,6.39,9.89,418.43,5.44,29.75,32.26,1232.97,33.21,6.41,52.7,1
10-01-2022,6,6 - 7 AM,216,6,20.28,94,19.08,6.4,9.93,418.32,5.44,29.55,32.07,1224.67,33.03,6.41,52.66,1
10-01-2022,7,7 - 8 AM,216.125,6,20.04,92.33,18.51,6.4,9.92,418.4,5.44,29.59,32.1,1227.05,33.08,6.41,52.64,1
10-01-2022,8,8 - 9 AM,227.375,6,20.62,86,17.82,6.39,9.98,418.33,5.43,30.38,33.05,1270.88,34.08,6.41,55.09,1
10-01-2022,9,9 - 10 AM,253.125,6,22.62,76,17.82,6.39,10.22,417.25,5.37,31.44,34.49,1342.03,35.66,6.41,60.61,1
10-01-2022,10,10 - 11 AM,255.125,6,24.99,64,17.79,6.39,10.18,417.4,5.38,31.94,34.99,1364.55,36.15,6.41,60.9,1
10-01-2022,11,11 - 12 AM,245.125,6,26.96,57.33,18.43,6.41,10.13,417.93,5.41,31.42,34.37,1332.35,35.45,6.41,58.73,1
10-01-2022,12,12 - 1 PM,239.125,6,26.79,50.17,16.82,6.41,10.1,417.88,5.41,30.88,33.77,1304.75,34.84,6.41,57.3,1
10-01-2022,13,1 - 2 PM,242.5,6,26.46,46,15.66,6.39,10.14,417.48,5.38,30.85,33.79,1306.47,34.88,6.41,57.8,1
10-01-2022,14,2 - 3 PM,247.375,6,27.79,45,16.79,6.4,10.18,417.6,5.39,31.2,34.22,1326.62,35.33,6.41,59.21,1
10-01-2022,15,3 - 4 PM,240.875,6,27.79,49,17.59,6.41,10.11,417.85,5.41,31.12,34.02,1315.93,35.09,6.41,57.85,1
10-01-2022,16,4 - 5 PM,238.375,6,27.79,52,18.19,6.41,10.08,417.88,5.41,30.98,33.84,1306.92,34.88,6.41,57.45,1
10-01-2022,17,5 - 6 PM,243.875,6,26.62,55,17.62,6.4,10.11,417.85,5.41,31.39,34.3,1329.47,35.39,6.41,58.11,1
10-01-2022,18,6 - 7 PM,252.875,6,25.62,68,19.22,6.41,10.16,417.9,5.4,32,35,1363.83,36.14,6.42,60.15,1
10-01-2022,19,7 - 8 PM,245.125,6,24.62,72,19.02,6.41,10.09,418.2,5.42,31.78,34.68,1347.81,35.79,6.4,58.59,1
10-01-2022,20,8 - 9 PM,234.75,6,23.79,74.5,18.69,6.4,9.97,418.42,5.44,31.45,34.18,1321.64,35.22,6.42,56.41,1
10-01-2022,21,9 - 10 PM,228.625,6,22.96,79.17,18.79,6.41,9.91,418.65,5.45,31.25,33.88,1306.61,34.88,6.4,55.02,1
10-01-2022,22,10 - 11 PM,227.375,6,23.04,86,20.24,6.4,9.9,418.66,5.45,31.05,33.67,1297.33,34.67,6.39,54.82,1
10-01-2022,23,11 - 12 PM,225.875,6,22.95,87,20.35,6.4,9.91,418.65,5.45,30.85,33.45,1288.37,34.47,6.41,54.78,1
11-01-2022,0,12 - 1 AM,220.625,6,22.28,90,20.28,6.4,9.88,418.82,5.46,30.44,32.97,1265.85,33.96,6.41,53.63,1
11-01-2022,1,1 - 2 AM,219,6,22.28,93,20.88,6.4,9.9,418.68,5.45,30.07,32.6,1248.52,33.57,6.41,53.14,1
11-01-2022,2,2 - 3 AM,216,6,22.28,97,21.68,6.41,9.89,418.75,5.46,29.81,32.3,1234.97,33.26,6.41,52.55,1
11-01-2022,3,3 - 4 AM,213.375,6,22.28,98,21.88,6.4,9.87,418.73,5.46,29.63,32.08,1225,33.03,6.41,51.88,1
11-01-2022,4,4 - 5 AM,214.125,6,21.45,98.83,21.22,6.41,9.93,418.48,5.44,29.24,31.73,1210.93,32.7,6.41,52.14,1
11-01-2022,5,5 - 6 AM,220.375,6,21.28,97,20.68,6.4,9.97,418.13,5.43,29.78,32.37,1239.53,33.37,6.41,53.65,1
11-01-2022,6,6 - 7 AM,214.75,6,21.28,96,20.48,6.4,9.94,418.02,5.42,29.23,31.74,1210.87,32.7,6.41,52.33,1
11-01-2022,7,7 - 8 AM,219.125,6,20.29,94,19.09,6.4,9.97,417.87,5.41,29.47,32.05,1225.33,33.03,6.41,53.37,1
11-01-2022,8,8 - 9 AM,179.875,6,20.79,89,18.59,6.82,10.05,429.53,6.01,30.13,32.65,1194.09,31.94,6.26,49.07,1
11-01-2022,9,9 - 10 AM,240.75,6,22.29,82,18.69,6.94,10.76,427.93,5.91,30.91,34.05,1289.31,34.03,6.35,63.08,1
11-01-2022,10,10 - 11 AM,231.25,6,23.29,76,18.49,6.44,10.06,419.58,5.5,30.58,33.76,1284.77,34.23,6.4,56.82,0.98
11-01-2022,11,11 - 12 AM,251.875,6,25.79,66,18.99,6.61,10.29,422.32,5.61,30.64,34.89,1330.17,35.06,6.16,60.3,0.97
11-01-2022,12,12 - 1 PM,246.75,6,27.29,53,17.89,6.38,10.06,417.08,5.37,30.53,34.78,1347.37,35.79,6.41,59.07,1
11-01-2022,13,1 - 2 PM,246.125,6,27.79,50.5,17.89,6.4,10.06,417.38,5.38,30.73,34.75,1345.98,35.76,6.41,58.54,1
11-01-2022,14,2 - 3 PM,248.875,3.3,27.96,50,17.96,6.51,10.23,421.28,5.55,30.64,34.64,1294.1,34.04,5.4,61.06,0.97
11-01-2022,15,3 - 4 PM,247.25,6,28.12,51,18.32,5.81,9.35,407.47,4.79,31.13,35.03,1362.75,35.99,5.78,61.08,1
11-01-2022,16,4 - 5 PM,256,NULL,27.96,56,19.16,6.39,10.16,416.9,5.36,31.02,35.17,1367.6,36.22,6.41,62.66,1
11-01-2022,17,5 - 6 PM,261.625,6,27.62,60,19.62,6.41,10.21,417.23,5.37,31.56,35.77,1397.65,36.87,6.41,63.8,1
11-01-2022,18,6 - 7 PM,262.5,6,26.62,69,20.42,6.77,10.65,425.04,5.75,31.57,35.24,1341.74,35.09,6.19,62.4,1
11-01-2022,19,7 - 8 PM,258.125,6,24.79,69.83,18.76,6.38,10.15,416.92,5.35,32.12,35.42,1384.53,36.58,6.38,61.48,1
11-01-2022,20,8 - 9 PM,252.75,6,24.62,69,18.42,6.42,10.16,417.44,5.39,31.72,34.94,1361.19,36.08,6.4,60.12,1
11-01-2022,21,9 - 10 PM,246.875,6,23.79,71,17.99,6.44,10.06,418.58,5.45,31.77,34.84,1353.4,35.91,6.43,58.13,1
11-01-2022,22,10 - 11 PM,235.75,6,23.87,83,20.47,6.43,10.01,418.51,5.44,30.99,33.94,1311.42,34.99,6.42,56.18,1
11-01-2022,23,11 - 12 PM,246.375,6,22.45,87.83,20.02,6.4,10.14,417.47,5.38,31.09,34.23,1327.4,35.35,6.41,58.52,1
12-01-2022,0,12 - 1 AM,258,6,21.61,88,19.21,6.41,10.32,416.72,5.34,31.26,34.63,1348.4,35.81,6.41,61.11,1
12-01-2022,1,1 - 2 AM,241.75,6,21.61,89,19.41,6.41,10.17,417.4,5.38,30.49,33.62,1299.63,34.72,6.41,57.77,1
12-01-2022,2,2 - 3 AM,226.375,6,21.28,95,20.28,6.42,9.97,418.23,5.43,30.25,33.12,1272.5,34.11,6.41,54.6,1
12-01-2022,3,3 - 4 AM,218.25,6,21.28,95,20.28,6.42,9.96,418.15,5.42,29.34,32.14,1228.13,33.1,6.41,52.92,1
12-01-2022,4,4 - 5 AM,209.375,6,21.61,92,20.01,6.42,9.94,417.7,5.4,28.26,31.1,1182.57,32.03,6.41,51.09,1
12-01-2022,5,5 - 6 AM,206.125,6,21.45,89.5,19.35,6.4,9.9,417.3,5.38,28.31,30.91,1172.38,31.79,6.41,50.43,1
12-01-2022,6,6 - 7 AM,213.625,6,21.28,84.5,18.18,6.4,9.97,417.25,5.37,28.67,31.37,1194.03,32.3,6.41,52.16,1
12-01-2022,7,7 - 8 AM,215.75,6,20.95,82,17.35,6.4,9.95,417.77,5.4,29.11,31.82,1213.72,32.77,6.41,52.61,1
12-01-2022,8,8 - 9 AM,222.875,6,20.96,72,15.36,6.39,9.94,417.9,5.41,29.98,32.76,1255.47,33.73,6.42,54.18,1
12-01-2022,9,9 - 10 AM,230.375,6,22.29,65.33,15.36,6.39,10.02,417.72,5.4,30.32,33.2,1276.93,34.21,6.41,55.69,1
12-01-2022,10,10 - 11 AM,253.75,6,23.79,55,14.79,6.41,10.23,417.35,5.37,31.49,34.69,1349.23,35.82,6.41,60.66,1
12-01-2022,11,11 - 12 AM,301.5,3.3,25.12,49,14.92,5.74,9.9,404.83,4.59,32.45,36.27,1431.65,37.4,4.41,71.94,0.95
18-01-2022,11,11 - 12 AM,200.125,6.5,25.96,43,14.56,6.69,10.04,421.63,5.64,28.49,31.23,1182.05,32.07,6.69,49.08,1
18-01-2022,12,12 - 1 PM,205.25,6.5,24.79,40.67,12.92,6.69,10.09,421.32,5.62,28.68,31.49,1195.27,32.37,6.69,50.08,1
18-01-2022,13,1 - 2 PM,211.125,6.5,25.96,37,13.36,6.69,10.15,421.1,5.61,28.96,31.88,1213.2,32.78,6.69,51.18,1
18-01-2022,14,2 - 3 PM,215.75,6.5,26.79,34,13.59,6.68,10.18,420.92,5.6,29.09,32.1,1224.05,33.03,6.69,52.01,1
18-01-2022,15,3 - 4 PM,208.75,6.5,26.79,34,13.59,6.73,10.19,421.9,5.65,28.75,31.66,1202.59,32.54,6.73,50.87,1
18-01-2022,16,4 - 5 PM,206.75,6.5,26.79,34,13.59,6.73,10.16,421.82,5.65,28.63,31.48,1194.7,32.36,6.72,50.33,1
18-01-2022,17,5 - 6 PM,207.5,6.5,25.96,41.33,14.23,6.73,10.19,421.62,5.64,28.52,31.4,1192.38,32.3,6.72,50.54,1
18-01-2022,18,6 - 7 PM,200.75,6.5,24.79,48,14.39,6.73,10.13,421.71,5.64,28.17,30.93,1171.54,31.81,6.72,49.21,1
18-01-2022,19,7 - 8 PM,200.125,6.5,23.12,51,13.32,6.73,10.12,421.85,5.65,28.1,30.83,1166.42,31.69,6.73,48.86,1
18-01-2022,20,8 - 9 PM,197,6.5,21.62,53,12.22,6.73,10.13,421.46,5.63,27.78,30.49,1151.88,31.33,6.73,48.36,1
18-01-2022,21,9 - 10 PM,188.875,6.5,20.62,55,11.62,6.73,10.02,421.69,5.65,27.44,30.01,1132.07,30.82,6.72,46.73,1
18-01-2022,22,10 - 11 PM,191.125,6.5,21.04,56.67,12.37,6.73,10.03,421.95,5.66,27.58,30.17,1139.03,31,6.72,47.06,1
18-01-2022,23,11 - 12 PM,190,6.5,21.95,58.67,13.68,6.73,10.02,422,5.66,27.63,30.17,1139.38,31.01,6.72,46.89,1
19-01-2022,0,12 - 1 AM,189.375,6.5,20.28,60,12.28,6.73,10.03,421.7,5.64,27.39,29.94,1130.22,30.77,6.73,46.79,1
19-01-2022,1,1 - 2 AM,194.5,6.5,20.28,60.83,12.45,6.73,10.07,421.69,5.65,27.72,30.36,1147.15,31.21,6.73,47.78,1
19-01-2022,2,2 - 3 AM,193.5,6.5,19.28,63,11.88,6.74,10.05,422.03,5.66,27.84,30.46,1150.57,31.29,6.73,47.62,1
19-01-2022,3,3 - 4 AM,182.5,6.5,18.11,64,10.91,6.73,9.94,421.45,5.63,27.11,29.54,1112.98,30.32,6.72,45.43,1
19-01-2022,4,4 - 5 AM,185.25,6.5,17.11,64,9.91,6.73,10,421.08,5.61,27.01,29.49,1112.53,30.3,6.72,45.93,1
19-01-2022,5,5 - 6 AM,188,6.5,16.28,64,9.08,6.73,10.05,420.77,5.59,26.98,29.52,1114.2,30.35,6.73,46.44,1
19-01-2022,6,6 - 7 AM,180.625,6.5,15.95,66,9.15,6.73,9.98,420.52,5.58,26.56,28.99,1091.97,29.77,6.72,45.06,1
19-01-2022,7,7 - 8 AM,185.625,6.5,15.04,66,8.24,6.73,10.04,420.53,5.59,26.77,29.29,1105.02,30.11,6.72,46.14,1
19-01-2022,8,8 - 9 AM,186.375,6.5,17.79,57,9.19,6.74,10.02,421.52,5.63,27.19,29.71,1120.73,30.52,6.72,46.29,1
19-01-2022,9,9 - 10 AM,192.625,6.5,20.46,52,10.86,6.73,10.06,421.62,5.64,27.55,30.15,1138.8,30.99,6.73,47.45,1
19-01-2022,10,10 - 11 AM,209.375,6.5,23.46,48,13.06,6.71,10.22,420.97,5.6,28.31,31.21,1185.42,32.13,6.73,50.97,1
19-01-2022,11,11 - 12 AM,226.375,6.5,27.46,43,16.06,6.72,10.29,421.08,5.61,29.57,32.75,1256.75,33.76,6.73,54.68,1
19-01-2022,12,12 - 1 PM,214.5,6.5,25.96,39,13.76,6.73,10.21,421.75,5.64,29.01,31.99,1219.5,32.92,6.73,52.06,1
19-01-2022,13,1 - 2 PM,221.375,6.5,26.79,35,13.79,6.72,10.25,421.35,5.62,29.34,32.43,1240.95,33.4,6.73,53.33,1
19-01-2022,14,2 - 3 PM,224.375,6.5,26.96,33,13.56,6.72,10.24,421.72,5.64,29.74,32.86,1260.72,33.85,6.73,53.94,1
19-01-2022,15,3 - 4 PM,222.75,6.5,27.79,32,14.19,6.72,10.24,421.7,5.64,29.62,32.72,1253.65,33.69,6.72,53.62,1
19-01-2022,16,4 - 5 PM,222.625,6.5,27.79,32,14.19,6.72,10.28,421.47,5.63,29.41,32.53,1245.15,33.5,6.72,53.65,1
19-01-2022,17,5 - 6 PM,226,6.5,26.96,36.33,14.23,6.72,10.3,421.47,5.63,29.59,32.77,1258.02,33.79,6.72,54.33,1
19-01-2022,18,6 - 7 PM,224.25,6.5,24.62,40.17,12.65,6.72,10.22,421.66,5.64,29.95,33.01,1269.27,34.04,6.73,54.05,1
19-01-2022,19,7 - 8 PM,218.625,6.5,22.96,44,11.76,6.72,10.16,421.88,5.65,29.93,32.92,1263.53,33.91,6.73,53.09,1
19-01-2022,20,8 - 9 PM,216.5,NULL,21.79,46.5,11.09,6.72,10.15,421.86,5.65,29.7,32.65,1250.48,33.62,6.72,52.36,1
19-01-2022,21,9 - 10 PM,214.75,6.5,20.79,49,10.59,6.73,10.13,422.08,5.66,29.74,32.64,1248.69,33.58,6.73,51.91,1
19-01-2022,22,10 - 11 PM,214.875,6.5,20.54,50,10.54,6.71,10.16,421.6,5.64,29.61,32.55,1246.24,33.52,6.72,52.53,1
19-01-2022,23,11 - 12 PM,214.5,6.5,20.61,51.67,10.94,6.72,10.14,421.88,5.65,29.68,32.58,1246.93,33.54,6.72,52.16,1
20-01-2022,0,12 - 1 AM,217.125,6.5,19.61,53,10.21,6.72,10.19,421.8,5.65,29.63,32.58,1248.35,33.57,6.72,52.76,1
20-01-2022,1,1 - 2 AM,213.75,6.5,19.45,55,10.45,6.72,10.14,421.98,5.66,29.65,32.52,1244.27,33.48,6.73,51.94,1
20-01-2022,2,2 - 3 AM,213.625,6.5,18.95,55.83,10.12,6.73,10.15,422.05,5.66,29.57,32.44,1240.85,33.4,6.73,51.95,1
20-01-2022,3,3 - 4 AM,214.75,6.5,17.95,57,9.35,6.72,10.16,422.03,5.66,29.59,32.49,1243.42,33.46,6.72,52.08,1
20-01-2022,4,4 - 5 AM,204.5,6.5,17.28,57,8.68,6.73,10.09,422.35,5.68,29,31.77,1208.8,32.68,6.73,50.02,1
20-01-2022,5,5 - 6 AM,205.25,6.5,17.28,60.5,9.38,6.72,10.11,421.93,5.66,28.85,31.64,1203.08,32.55,6.73,50.2,1
20-01-2022,6,6 - 7 AM,204.375,6.5,16.61,61,8.81,6.73,10.1,422.17,5.67,28.81,31.56,1199.1,32.46,6.73,50.02,1
20-01-2022,7,7 - 8 AM,201.5,6.5,15.29,60,7.29,6.72,10.06,422.32,5.68,28.76,31.45,1193.93,32.34,6.73,49.44,1
20-01-2022,8,8 - 9 AM,208.5,6.5,16.46,52.5,6.96,6.72,10.11,422.15,5.67,29.14,31.93,1216.93,32.86,6.73,50.97,1
20-01-2022,9,9 - 10 AM,225.375,6.5,19.79,45.17,8.82,6.7,10.21,421.55,5.64,30.22,33.29,1281.35,34.31,6.72,54.45,1
20-01-2022,10,10 - 11 AM,234.625,6.5,23.46,37,10.86,6.71,10.24,421.77,5.64,30.97,34.15,1320.97,35.2,6.72,56.17,1
20-01-2022,11,11 - 12 AM,236.75,6.5,27.46,32.5,13.96,6.71,10.25,421.8,5.64,31.13,34.36,1329.87,35.4,6.72,56.68,1
20-01-2022,12,12 - 1 PM,224.625,6.5,27.79,29.5,13.69,6.72,10.17,422.3,5.67,30.54,33.58,1291.8,34.54,6.72,54.08,1
20-01-2022,13,1 - 2 PM,220.375,6.5,28.46,27,13.86,6.72,10.16,422.33,5.67,30.08,33.08,1268.95,34.03,6.72,53.14,1
20-01-2022,14,2 - 3 PM,221.375,6.5,28.79,26,13.99,6.72,10.2,422.02,5.66,29.94,32.98,1265.4,33.95,6.72,53.58,1
20-01-2022,15,3 - 4 PM,232.5,6.5,28.79,25.17,13.82,6.71,10.31,421.4,5.62,30.31,33.53,1293.28,34.58,6.72,55.93,1
20-01-2022,16,4 - 5 PM,236.25,6.5,28.79,25,13.79,6.71,10.3,421.57,5.63,30.75,33.98,1314.4,35.05,6.72,56.69,1
20-01-2022,17,5 - 6 PM,226.75,6.5,28.62,31,14.82,6.72,10.19,422.07,5.66,30.67,33.77,1301.95,34.77,6.72,54.69,1
20-01-2022,18,6 - 7 PM,203.25,6.5,26.96,34.33,13.83,6.73,9.92,423.5,5.74,30.03,32.68,1246.57,33.53,6.72,49.65,1
20-01-2022,19,7 - 8 PM,197.75,6.5,24.62,37.5,12.12,6.72,9.86,423.53,5.74,29.86,32.39,1232.93,33.22,6.73,48.56,1
20-01-2022,20,8 - 9 PM,224.25,6.5,22.12,39,9.92,6.68,10.12,421.52,5.63,30.57,33.56,1292.82,34.57,6.74,54.18,1
20-01-2022,21,9 - 10 PM,252.625,6.5,21.62,41,9.82,6.71,10.39,420.97,5.59,31.91,35.36,1380.4,36.52,6.71,60.27,1
20-01-2022,22,10 - 11 PM,247.875,6.5,21.29,43,9.89,6.71,10.36,421.26,5.61,31.66,35.03,1363.55,36.16,6.73,59.03,1
20-01-2022,23,11 - 12 PM,243.875,6.5,21.61,48.33,11.28,6.72,10.33,421.42,5.62,31.43,34.75,1350.6,35.87,6.72,58.17,1
21-01-2022,0,12 - 1 AM,244.875,6.5,21.28,52,11.68,6.72,10.39,421.22,5.61,31.17,34.54,1342.3,35.68,6.72,58.46,1
21-01-2022,1,1 - 2 AM,242.625,6.5,21.28,52.83,11.85,6.71,10.35,421.23,5.61,31.12,34.43,1336.77,35.56,6.72,57.8,1
21-01-2022,2,2 - 3 AM,234.25,6.5,20.78,53.83,11.55,6.72,10.3,421.78,5.64,30.7,33.88,1310.15,34.96,6.72,56.19,1
21-01-2022,3,3 - 4 AM,233.875,6.5,20.11,55,11.11,6.71,10.29,421.52,5.63,30.67,33.85,1308.17,34.91,6.72,56.14,1
21-01-2022,4,4 - 5 AM,230.75,6.5,19.28,55,10.28,6.72,10.29,421.65,5.64,30.45,33.58,1295.95,34.64,6.72,55.54,1
21-01-2022,5,5 - 6 AM,229.75,6.5,20.28,53,10.88,6.72,10.31,421.47,5.63,30.23,33.37,1286.48,34.43,6.72,55.53,1
21-01-2022,6,6 - 7 AM,230,6.5,20.78,52,11.18,6.72,10.32,421.3,5.62,30.19,33.32,1284.97,34.39,6.73,55.63,1
21-01-2022,7,7 - 8 AM,234.375,6.5,18.95,52,9.35,6.71,10.33,421.1,5.61,30.61,33.8,1306.36,34.87,6.73,56.46,1
21-01-2022,8,8 - 9 AM,238.625,6.5,18.62,45.33,7.69,6.71,10.33,421.55,5.63,31.07,34.29,1328.42,35.37,6.73,57.31,1
21-01-2022,9,9 - 10 AM,249.625,6.5,22.29,35,9.29,6.71,10.45,420.9,5.59,31.36,34.8,1354.27,35.95,6.73,59.81,1
21-01-2022,10,10 - 11 AM,268,6.5,24.79,30,10.79,6.69,10.6,419.72,5.52,31.84,35.54,1393.45,36.78,6.72,63.35,1
21-01-2022,11,11 - 12 AM,278.875,6.5,27.79,27.67,13.32,6.72,10.69,420.12,5.54,32.6,36.44,1438.3,37.74,6.72,66.18,1
21-01-2022,12,12 - 1 PM,277.75,6.5,27.79,25.5,12.89,6.7,10.64,419.97,5.53,32.74,36.53,1441.85,37.81,6.72,65.65,1
21-01-2022,13,1 - 2 PM,280.375,6.5,28.46,24,13.26,6.72,10.66,420.4,5.55,33.01,36.82,1456.17,38.1,6.72,65.82,1
21-01-2022,14,2 - 3 PM,288.125,6.5,28.96,23.17,13.59,6.71,10.75,419.51,5.51,33.05,37,1468.8,38.35,6.71,68.11,1
21-01-2022,15,3 - 4 PM,285.75,6.5,29.79,23,14.39,6.72,10.73,419.83,5.53,32.98,36.9,1462.28,38.23,6.72,67.54,1
21-01-2022,16,4 - 5 PM,286.25,6.5,29.79,25,14.79,6.71,10.71,419.95,5.53,33.17,37.07,1470.75,38.39,6.72,67.55,1
21-01-2022,19,7 - 8 PM,229.625,6.5,24.96,36,12.16,6.75,11.01,419.63,5.52,27.64,30.76,1174.52,31.87,6.72,55.12,1
21-01-2022,20,8 - 9 PM,231.5,6.5,23.12,38.5,10.82,6.72,11.13,418.16,5.44,27.29,30.49,1164.57,31.64,6.71,55.78,1
21-01-2022,21,9 - 10 PM,219.375,6.5,21.96,40,9.96,6.74,10.94,419.02,5.49,27.12,30.07,1144.33,31.13,6.74,52.74,1
21-01-2022,22,10 - 11 PM,219.375,6.5,22.54,40.83,10.71,6.72,10.97,418.1,5.44,26.8,29.78,1132.47,30.83,6.72,52.82,1
21-01-2022,23,11 - 12 PM,223.125,6.5,23.45,45.5,12.55,6.72,11.02,418.28,5.45,27.02,30.06,1143.97,31.13,6.72,53.64,1
22-01-2022,0,12 - 1 AM,221.5,6.5,22.45,46.83,11.82,6.73,11.02,418.23,5.45,26.85,29.86,1136.57,30.93,6.72,53.32,1
22-01-2022,1,1 - 2 AM,212,6.5,20.45,47,9.85,6.73,10.91,417.88,5.43,26.38,29.24,1110.65,30.25,6.72,51.32,1
22-01-2022,2,2 - 3 AM,208.75,6.5,20.28,48,9.88,6.73,10.9,417.5,5.4,26.14,28.96,1099.3,29.96,6.72,50.7,1
22-01-2022,3,3 - 4 AM,204.5,6.5,19.61,48,9.21,6.72,10.85,416.82,5.36,25.78,28.53,1081.48,29.49,6.73,49.7,1
22-01-2022,4,4 - 5 AM,196,6.5,19.28,48.83,9.05,6.72,10.76,415.77,5.3,25.35,27.97,1057.48,28.86,6.72,48.19,1
22-01-2022,5,5 - 6 AM,189.125,6.5,18.61,46.67,7.94,6.71,10.79,411.48,5.04,24.46,27,1019.58,27.87,6.72,46.77,1
22-01-2022,6,6 - 7 AM,193.5,6.5,19.28,46,8.48,6.73,11,408.5,4.87,24.02,26.69,1009.08,27.6,6.73,47.78,1
22-01-2022,7,7 - 8 AM,192,6.5,17.45,48,7.05,6.73,10.99,408.02,4.84,23.92,26.55,1004.05,27.47,6.72,47.32,1
22-01-2022,8,8 - 9 AM,199.25,6.5,17.12,42.17,5.55,6.73,10.91,414.12,5.2,24.9,27.61,1045.33,28.55,6.72,48.76,1
22-01-2022,9,9 - 10 AM,198,6.5,21.46,36.83,8.83,6.72,10.81,415.55,5.29,25.31,27.98,1058.12,28.88,6.72,48.62,1
22-01-2022,10,10 - 11 AM,191.375,6.5,24.62,32,11.02,6.71,10.95,408.1,4.85,24,26.66,1005.83,27.51,6.72,47.25,1
22-01-2022,11,11 - 12 AM,182.125,6.5,30.12,31.33,16.39,6.72,10.96,401.97,4.48,23.18,25.7,968.25,26.51,6.72,45.46,1
22-01-2022,12,12 - 1 PM,188.625,6.5,29.79,30,15.79,6.72,10.98,405.65,4.7,23.64,26.26,990.43,27.11,6.72,46.67,1
