DateValue,HourValue,Evap Leaving Water Temp,Evap Entering Water Temp,Cond Entering  Water Temp,Cond Leaving  Water Temp,Evpt Rfgt Pressure,Condenser Rfgt Pressure,Oil Pump Discharge Pressure,Oil Tank Temperature,Evap Sat Rfgt Temp,Cond Sat Rfgt Temp,Active Current Limit Setpoint,Setpoint,Power,Starter Average Phase Voltage, Motor Winding Temp 1, Motor Winding Temp 2, Motor Winding Temp 3,Load,Condenser Rfgt  Pressure,EnergyConsumption,Temperature,Humidity,DewPoint
03-03-2021,14,6.08,10.35,29.45,34.14,398.03,1381.09,2084.6,53.84,4.25,36.54,100,6,322.43,422.55,39.52,44.12,39.04,74.96,1381.09,312.015624,33.68,22.67,18.21
03-03-2021,15,5.98,9.89,28.62,32.9,398.58,1316.8,2077.52,54.18,4.28,35.11,100,6,293.5,414.85,37.59,39.53,36.4,69.32,1316.8,283.878906,33.9,21.83,18.27
23-03-2021,8,7.85,10.61,27.6,30.44,448.8,1171.15,1610.15,54.31,6.9,31.4,100,6,196.63,416.38,33.22,35.6,33.71,47.07,1171.15,190.265624,24.77,69,18.57
23-03-2021,9,6,9.96,28.18,32.42,399.42,1308.82,2085.45,53.61,4.33,34.93,100,6,288.08,416.47,37.29,39.05,36,67.84,1308.82,278.921875,26.85,55,17.85
23-03-2021,10,5.97,10.08,28.47,32.87,398.23,1327.73,2086.95,54.18,4.26,35.35,100,6,298.32,419.27,37.76,40.06,36.52,69.95,1327.73,289.332031,28.75,47.67,18.28
23-03-2021,11,5.99,9.96,27.44,31.69,399.23,1267.9,2078.02,53.81,4.32,34.01,100,6,281.03,418.03,36.39,37.55,34.9,66.28,1267.9,271.972656,31.09,42.67,19.62
23-03-2021,12,5.97,10.24,28.94,33.54,397.72,1354.35,2087.47,54.35,4.23,35.95,100,6,309.88,417.92,38.46,41.38,37.21,72.66,1354.35,300.101562,31.61,39.33,19.48
23-03-2021,13,5.99,10.32,28.66,33.31,397.62,1346.22,2087.83,54.5,4.22,35.77,100,6,311.32,420.65,38.43,41.05,37.11,72.68,1346.22,301.304687,32.71,34.33,19.58
23-03-2021,14,5.99,10.35,28.58,33.25,397.55,1345.23,2088.32,54.52,4.22,35.74,100,6,311.73,419.77,38.49,41.53,37.08,72.86,1345.23,301.738281,32.83,31.67,19.16
23-03-2021,15,6,10.25,28.09,32.63,398.35,1315.28,2082.3,54.18,4.27,35.07,100,6,300.77,418.28,37.73,39.71,36.18,70.57,1315.28,291.117188,33.44,30,19.44
23-03-2021,16,5.98,10.28,28.24,32.75,397.9,1319.87,2079.08,53.97,4.24,35.17,100,6,303.07,422.87,37.93,39.78,36.37,70.65,1319.87,293.636718,33.38,30.67,19.51
23-03-2021,17,5.99,10.31,28.19,32.59,397.93,1313.43,2077.95,53.79,4.24,35.03,100,6,302.5,424.33,37.66,39.78,36.18,70.39,1313.43,292.632813,32.61,33.33,19.28
23-03-2021,18,5.97,10.24,28.66,33.02,397.75,1332.4,2082.63,53.84,4.23,35.46,100,6,304.48,423.32,37.87,40.64,36.59,70.91,1332.4,294.609374,31.19,36.67,18.52
23-03-2021,19,6.01,10.13,28.86,33.08,399.23,1331.65,2080.35,53.81,4.32,35.44,100,6,297.47,422.78,37.66,39.91,36.45,69.41,1331.65,288.046876,29.54,41.17,17.77
10-05-2021,9,9.61,11.29,30.89,32.57,490.76,1304.47,1370.2,57.42,9.14,34.49,100,5.9,156.77,414.27,34.54,38.46,37.21,37.71,1304.47,151.507813,30.7,59.83,22.67
10-05-2021,10,7.54,11.46,34.37,38.93,420.23,1686.77,2153.3,55.98,5.56,42.58,100,5.5,393.67,406.43,46.15,61.32,52.39,94.24,1686.77,381.945313,32.55,49.67,22.48
10-05-2021,11,7.22,11.22,33.88,38.55,414.07,1660.18,2139.6,56.82,5.2,42.07,100,5.5,392.87,406.75,45.95,61.57,52.19,93.31,1660.18,382.664063,33.5,54,24.3
10-05-2021,12,7.8,11.76,30.52,34.95,425.8,1451.88,2114.19,55.2,5.83,37.51,100,5.5,335.32,413.08,45.03,56.86,48.2,81.05,1451.88,326.679687,33.68,54.5,24.58
10-05-2021,13,5.86,10.21,31.06,36.07,388.18,1540.42,2108.08,56.06,3.66,39.75,100,5.61,394.32,417.2,44.57,58.81,51.04,92.13,1540.42,383.171874,35.42,44.67,24.35
10-05-2021,14,5.99,10.02,30.51,35.13,393.4,1475.93,2093.92,55.54,3.97,38.51,100,6,360.85,418.07,41.98,49.58,43.43,84.23,1475.93,349.953126,35.38,43,23.98
10-05-2021,15,7.41,11.4,30.31,34.77,419.22,1406.81,2103.12,54.34,5.35,36.6,100,6,344.91,415.64,44.3,54.05,46.43,81.05,1406.81,325.5625,35.3,41,23.5
10-05-2021,16,7.45,12.2,30.76,36.11,411.53,1542.12,2105.4,55.31,5.05,39.79,100,6,402.48,407.15,45.32,62.08,52.41,95.88,1542.12,390.992187,33.13,45.67,22.26
10-05-2021,17,8.63,12.77,31.03,35.58,439.54,1418.22,2092.65,54.36,6.61,36.69,100,6,340.9,417.13,45.1,57.17,48.06,80.58,1418.22,328.882813,33.62,47.5,23.12
10-05-2021,18,8.86,12.15,32.3,35.12,475.67,1200.52,1461.27,53.98,8.17,31.22,100,6,208.03,418.77,46.61,54.98,45.03,48.65,1200.52,200.976562,33.26,49.5,23.16
10-05-2021,23,6.04,10.02,31.69,36.3,395.52,1526.57,2099.62,55.59,4.1,39.49,100,6,361.37,419.6,42.63,50.61,44.68,84.19,1526.57,350.609375,30.32,55.5,21.42
11-05-2021,0,6.01,9.69,31.02,35.43,396.02,1470.85,2089.17,55.52,4.12,38.41,100,6,341,421.46,40.96,46.87,40.44,79.25,1470.85,330.421875,29.92,60,21.92
11-05-2021,1,6,9.63,30.89,35.26,396.08,1456.13,2084.77,55.31,4.13,38.12,100,5.99,336.1,420.75,40.62,45.83,39.44,78.3,1456.13,325.359375,29.62,70,23.62
11-05-2021,2,5.54,9.43,30.93,35.6,386.2,1481.65,2087.97,55.39,3.54,38.62,100,5.5,358.03,422.1,41.91,48.75,43.28,83.07,1481.65,347,28.52,85.83,25.69
11-05-2021,3,5.51,9.16,30.76,35.16,387.72,1450.08,2083.2,55.32,3.63,38,100,5.5,338.47,423.13,40.69,45.73,39.63,78.44,1450.08,327.554688,28.35,89,26.15
11-05-2021,4,5.52,9.16,30.67,35.06,387.75,1446.18,2080.67,55.17,3.63,37.93,100,5.5,337.87,416.63,40.82,45.7,39.69,79.14,1446.18,326.9375,27.93,89.83,25.9
11-05-2021,5,5.5,9.1,30.62,34.96,387.65,1437.43,2079.68,55.09,3.63,37.76,100,5.5,333.6,413.73,40.48,45.59,39.17,78.56,1437.43,322.625,27.66,94,26.46
11-05-2021,6,5.49,9.19,30.69,35.16,386.6,1450.52,2081.98,55.15,3.57,38.01,100,5.5,341.98,414.85,40.92,46.59,40.4,80.29,1450.52,330.9375,27.83,89.83,25.8
11-05-2021,7,5.5,9.39,30.86,35.52,385.47,1477.78,2085.38,55.5,3.49,38.54,100,5.5,358,413.33,42.07,49.04,43.34,84.27,1477.78,346.476562,28.52,83.67,25.25
11-05-2021,8,5.51,9.39,30.72,35.4,385.73,1469.32,2082.68,55.57,3.51,38.38,100,5.5,355.18,411.15,41.94,48.95,42.78,84,1469.32,344.007812,30.35,73,24.95
11-05-2021,9,5.67,10.08,31.06,36.32,383.88,1534.02,2093.67,55.77,3.4,39.63,100,5.5,397.18,410.98,44.78,58.43,51.18,93.99,1534.02,385.960938,31.88,61.33,24.15
11-05-2021,10,5.52,9.42,31.1,35.8,385.82,1491.45,2088.98,55.75,3.51,38.81,100,5.5,361.72,411.33,42.51,50.32,43.52,85.77,1491.45,350.554688,33.2,57.17,24.63
11-05-2021,11,5.5,9.48,31.93,36.74,385.13,1541.2,2092.97,55.87,3.47,39.77,100,5.5,377.08,413.2,43.58,53.36,47.12,89.13,1541.2,365.5,34.35,51,24.55
11-05-2021,12,5.53,9.61,31.55,36.46,384.87,1530.47,2095.2,55.83,3.45,39.56,100,5.5,379.03,415.98,43.56,53.47,47.14,89.03,1530.47,367.695312,35.2,46,24.4
11-05-2021,13,6.4,9.87,31.06,35.34,404.4,1412.11,2095.02,55.09,4.51,36.57,100,5.5,331.33,419.69,43.57,52.46,44.84,77.3,1412.11,321.820313,35.47,47.17,24.9
11-05-2021,14,5.82,9.39,27.98,32.43,391.65,1331.57,2062.76,53.79,3.86,35.42,100,5.5,316.35,408.48,39.28,43.97,38.55,75.53,1331.57,324.640626,36.12,44.33,24.99
11-05-2021,15,5.45,8.68,27.45,31.34,389.53,1264.28,2050.13,53.33,3.73,33.93,100,5.5,276.22,409.57,36.4,37.39,34.73,66.02,1264.28,267.265625,35,48,24.6
11-05-2021,16,6.11,9.1,27.15,30.61,402.12,1219.45,2044.87,53.06,4.49,32.9,100,6.26,246.28,410.23,34.6,35.11,33.44,59.42,1219.45,238.03125,35.57,48.17,25.2
11-05-2021,17,6.73,9.9,27.21,30.74,411.55,1226.72,2051.02,52.97,5.05,33.08,100,6.8,248.43,409.8,34.51,35.37,33.49,59.87,1226.72,240.40625,34.63,42,23.03
11-05-2021,18,6.75,9.92,27.47,31,411.77,1236.08,2052.22,53.01,5.06,33.3,100,6.8,249.22,409.58,34.67,35.58,33.67,60.14,1236.08,241.679687,32.71,39.17,20.54
11-05-2021,19,6.76,9.86,27.18,30.6,413.38,1210.48,2044.72,52.79,5.16,32.72,100,6.8,240.45,409.77,33.93,34.57,32.94,58.12,1210.48,232.976562,31.08,55,22.08
11-05-2021,20,7.38,10.14,27.12,30.22,426.17,1156.05,2050.76,52.35,5.81,31.06,100,6.79,221.29,413.19,34.06,34.44,32.47,53.94,1156.05,213.484375,27.98,88.5,25.68
11-05-2021,21,6.07,9.29,27.28,31.28,399.39,1257.44,2046.56,52.73,4.33,33.78,100,6,274.88,419.39,36.34,38.03,35.29,64.97,1257.44,238.210938,26.32,88.33,23.99
11-05-2021,22,5.97,8.99,26.83,30.33,399.95,1202.15,2033.67,52.63,4.36,32.53,100,6,244.55,415.12,34.12,34.34,32.84,58.63,1202.15,236.578125,26.52,86.33,23.79
11-05-2021,23,5.98,8.92,26.25,29.47,400.95,1158.4,2027.7,52.45,4.42,31.5,100,6,226.68,415.85,32.77,32.52,31.93,54.59,1158.4,219.25,26.97,83,23.57
12-05-2021,0,6,8.97,26.22,29.45,401.22,1158.62,2028.03,52.41,4.43,31.51,100,6,228.12,416.48,32.71,32.63,31.99,54.88,1158.62,220.789063,26.13,73.83,20.9
12-05-2021,1,5.94,8.9,25.86,29.08,399.95,1141.7,2022.17,52.29,4.36,31.07,100,6,223.73,415.48,32.31,31.96,31.74,53.99,1141.7,216.539062,25.37,78,20.97
12-05-2021,2,6,8.94,25.91,29.09,401.1,1141.44,2021.63,52.25,4.43,31.06,100,6,221.33,416.02,32.27,31.68,31.74,53.52,1141.44,214.148438,25.37,82.17,21.8
12-05-2021,3,5.94,8.81,26.05,29.13,400.64,1142.77,2020.43,52.18,4.4,31.1,100,6,217.96,415.68,32.36,31.53,31.82,52.76,1142.77,207.3125,25.17,83.83,21.94
12-05-2021,4,5.97,8.81,26.08,29.14,400.92,1143,2023.68,52.22,4.42,31.1,100,6,218.09,415.75,32.33,31.54,31.74,52.75,1143,207.46875,24.55,88,22.15
12-05-2021,5,5.98,8.8,26.11,29.13,401.44,1141.36,2024.4,52.27,4.45,31.06,100,6,215.31,413.91,32.26,31.41,31.62,52.27,1141.36,208.40625,24.45,88,22.05
12-05-2021,6,6.01,8.92,26.62,29.85,401.31,1171.35,2031.6,52.49,4.45,31.82,100,6,228.4,412.46,32.92,32.84,32.13,55.12,1171.35,221.632813,24.22,88,21.82
12-05-2021,7,5.96,8.98,26.78,30.2,399.92,1190.97,2037.38,52.98,4.36,32.28,100,6,239.67,413,33.58,34.01,32.51,57.53,1190.97,231.890626,25.05,78.17,20.68
12-05-2021,8,5.95,8.91,27.95,31.59,399.77,1260.65,2052.68,53.68,4.35,33.85,100,6,258.88,414.37,35.03,36.41,34.19,61.7,1260.65,250.320313,27.04,68.67,20.77
12-05-2021,9,5.95,9.18,28.56,32.54,398.08,1313.65,2064.63,53.99,4.25,35.04,100,6,283.63,416.68,36.86,38.68,35.74,66.92,1313.65,274.492187,29.37,75.67,24.5
12-05-2021,10,7.07,10.17,29.68,34.08,414.5,1383.58,2081.5,54.04,5.12,36.28,100,6,315.93,411.57,41.85,49.52,42.48,75.58,1383.58,306.960938,31.58,63.33,24.25
12-05-2021,11,5.99,9.09,30.57,35.21,394.38,1455.53,2074.04,54.99,4.03,38.11,100,6,340.19,408.53,41.56,48.09,39.67,80.94,1455.53,330.8125,32.92,52.5,23.42
12-05-2021,12,6.07,10.09,31.37,36.33,394.3,1525,2084.67,55.22,4.03,39.45,100,6,372.35,408.4,43.38,53.46,45.71,88.71,1525,345.421875,34.59,43.17,23.22
12-05-2021,13,8.93,12.33,31.96,36.92,443.11,1511.47,2084.29,55.01,6.7,38.65,100,6,357.84,417.5,45.66,58.07,49.18,87.32,1511.47,337.695313,35.88,36.67,23.21
12-05-2021,14,7.14,11.15,32.53,37.84,410.33,1612.44,2104.9,55.92,4.97,41.14,100,6,397.56,411.85,45.26,60.49,51.73,93.76,1612.44,377.875,36.63,34.67,23.56
12-05-2021,15,6.94,11.24,32.43,37.72,407.29,1607.22,2105.44,55.96,4.8,41.04,100,6,397.29,415.93,45.12,58.92,50.95,92.72,1607.22,385.53125,37.47,33,24.07
12-05-2021,16,7.16,11.55,32.39,37.76,410,1611.81,2109.58,55.97,4.96,41.13,100,6,401.55,418.35,45.18,59.65,51.6,93.77,1611.81,389.414063,37.68,32,24.08
12-05-2021,17,7.07,11.5,32.33,37.74,408.25,1611.65,2112.1,55.98,4.85,41.13,100,6,405.45,420.85,45.24,59.8,51.88,94.06,1611.65,371.71875,37.12,32,23.52
12-05-2021,18,6.46,10.79,32.24,37.56,398.5,1600,2106.5,55.95,4.28,40.91,100,6,401.25,417.75,45.2,60.13,51.9,94.37,1600,260.25,36.02,33.67,22.75
12-05-2021,19,6.41,10.59,32.33,37.47,398.67,1589.33,2102,55.75,4.29,40.7,100,6,393.33,409.33,45.02,56.81,50.07,93.73,1589.33,184.96875,33.48,35.33,20.55
12-05-2021,20,6.52,10.71,32.23,37.42,400.27,1586.82,2101.55,55.9,4.38,40.65,100,6,394.64,410.45,44.83,58.17,50.75,92.25,1586.82,270.671875,29.24,33,15.84
12-05-2021,21,6.38,10.52,32.04,37.19,398.4,1574.6,2101.2,56.02,4.28,40.41,100,6,385.6,414.4,44.41,57.03,49.31,90.92,1574.6,300.015625,28.04,36.33,15.31
12-05-2021,22,6.35,10.5,31.71,36.84,397.67,1556.17,2097.25,55.97,4.23,40.06,100,6,383.83,418.08,43.75,54.76,48.16,90.06,1556.17,340.507812,27.71,41.17,15.94
12-05-2021,23,6.16,10.41,31.68,36.93,393.73,1564.19,2098.4,56.02,3.98,40.21,100,6,392.02,421.46,44.21,55.94,49.22,90.94,1564.19,374.429687,27.79,50.67,17.92
13-05-2021,0,6.04,10.27,31.63,36.86,391.63,1561.07,2097.05,56.05,3.86,40.15,100,6,392.02,421.98,44.11,55.12,48.83,90.71,1561.07,379.523438,26.64,45.83,15.81
13-05-2021,1,5.98,10.3,31.51,36.84,389.83,1562.78,2093.39,56.06,3.75,40.19,100,6,395.87,420.52,44.5,57.66,49.64,91.92,1562.78,382.046874,22.64,48,12.24
13-05-2021,2,6.01,10.18,31.39,36.56,391.67,1542.3,2090.67,55.91,3.86,39.79,100,6,382.5,423.52,43.54,53.69,47.21,88.21,1542.3,371.4375,22.98,50,12.98
13-05-2021,3,6,10.16,31.3,36.44,391.51,1537.49,2089.95,55.79,3.86,39.69,100,6,380.89,418.49,43.58,53.7,46.93,89.05,1537.49,363.578125,21.98,52,12.38
13-05-2021,4,5.99,10.27,31.25,36.51,390.05,1546.58,2090.9,55.72,3.76,39.87,100,6,390.42,416.87,44.13,55.65,49.01,91.39,1546.58,378.617187,20.81,54.5,11.71
13-05-2021,5,6.03,10.14,30.86,35.94,391.92,1508.97,2085.1,55.53,3.88,39.14,100,6,372.82,413.47,43.12,52.77,45.41,87.81,1508.97,359.992188,20.31,55,11.31
13-05-2021,6,6,10.22,30.98,36.19,391.02,1524.72,2086.9,55.5,3.82,39.45,100,6,381.48,413.45,43.6,54.32,46.87,89.78,1524.72,363.554688,21.87,63.67,14.6
13-05-2021,7,6,10.23,31.1,36.32,390.84,1533.14,2089.14,55.68,3.81,39.61,100,6,385.1,413.1,43.86,54.91,47.86,90.69,1533.14,372.703125,22.48,47,11.88
13-05-2021,8,6.1,10.19,31.26,36.33,393.9,1527.52,2092.12,55.78,4,39.5,100,6,376.38,413.5,43.38,54.44,46.61,88.57,1527.52,363.40625,25.31,42,13.71
13-05-2021,9,6.01,10.06,31.42,36.46,393.03,1533.4,2087.72,55.77,3.95,39.62,100,6,375.41,410.67,43.44,53.37,46.53,88.63,1533.4,363.601562,28.44,36,15.64
13-05-2021,10,6,9.97,31.11,36.04,393.44,1508.13,2085.11,55.59,3.97,39.13,100,6,365.27,416.71,42.47,50.79,43.64,85.41,1508.13,347.820313,30.4,32.67,16.93
13-05-2021,11,6.12,10.24,31.95,37.09,394.33,1568.02,2092,55.91,4.03,40.28,100,6,386.78,415.63,44.08,55.79,48.77,90.7,1568.02,374.507812,32.63,32.5,19.13
13-05-2021,12,6.36,10.53,32.33,37.52,398.02,1593.24,2098.82,56.19,4.25,40.77,100,6,393.62,414.78,44.82,57.98,49.94,92.6,1593.24,381.164062,33.04,28.83,18.81
13-05-2021,13,9.12,12.45,33.08,37.65,458.27,1452.4,2129.15,54.61,7.43,37.07,100,6,314.95,416.67,46.09,56.47,47.65,74.38,1452.4,306.085937,34.31,34,21.11
13-05-2021,14,8.11,12.05,33.73,38.49,427.8,1643.57,2116.02,56.1,5.95,41.75,100,6,399.86,409.22,45.72,61.51,53.08,94.7,1643.57,386.671874,40.38,52,30.78
13-05-2021,15,6.3,10.72,31.26,36.51,395.5,1547.03,2093.44,55.81,4.09,39.88,100,6,396.84,411,44.77,59.52,51.36,93.97,1547.03,384.601563,45.34,46,34.54
13-05-2021,16,6.02,10.07,30.9,35.93,393.74,1503.53,2083.68,55.61,3.99,39.04,100,6,368.74,417.32,42.68,51.69,45.29,86.14,1503.53,298.65625,45.82,33.5,32.52
13-05-2021,17,5.97,9.84,30.75,35.58,394.44,1480.33,2077.78,55.26,4.04,38.59,100,6,353.89,423.22,41.61,48,41.98,81.61,1480.33,214,44.08,29,29.88
13-05-2021,18,6.02,9.78,30.79,35.45,396,1466.5,2079,55.16,4.13,38.31,100,6,346,412,41.09,47.62,41.06,81.75,1466.5,247.664062,41.11,41.33,29.38
13-05-2021,19,5.99,9.55,30.67,35.13,397,1443.8,2072.6,55.08,4.19,37.88,100,6,331,415,40.18,45.44,39.06,78.08,1443.8,245.375,37.44,41,25.64
13-05-2021,20,6,9.28,30.42,34.58,399,1408,2065.8,54.87,4.3,37.16,100,6,306,415.8,38.97,42.44,37.9,72.1,1408,251.34375,37.1,41,25.3
13-05-2021,21,6,9.64,30.48,35.03,396.3,1442.6,2072.4,54.93,4.15,37.85,100,6,335.4,413.4,40.35,45.77,39.82,79.04,1442.6,287.445312,37.1,61,29.3
13-05-2021,22,5.99,9.96,30.81,35.74,393.53,1490.21,2082.42,55.41,3.97,38.78,100,6,362.56,414.56,42.15,50.26,43.78,85.03,1490.21,338.664063,37.9,61,30.1
13-05-2021,23,6.03,10.16,31.03,36.14,392.87,1517.53,2087.67,55.7,3.94,39.31,100,6,376.53,419.93,43.05,52.36,45.7,87.65,1517.53,361.84375,38.44,59,30.24
14-05-2021,0,6.04,9.61,30.52,34.98,397.67,1436.22,2078.22,55.51,4.22,37.72,100,6,326.98,423.07,40.01,44.99,39.98,75.91,1436.22,305.539062,38.44,62,30.84
14-05-2021,1,5.99,9.34,30.22,34.39,398.65,1399.97,2071.13,55.08,4.28,36.97,100,6,306.07,422.08,38.81,42.01,38.02,71.41,1399.97,296.6875,33.3,72.5,27.8
14-05-2021,2,6.04,9.77,30.22,34.82,396,1434.35,2073.65,55.1,4.13,37.67,100,6,334.12,422.88,40.33,45.42,40.32,77.62,1434.35,324.234375,27.84,87,25.24
14-05-2021,3,6.02,9.29,29.55,33.62,398.88,1362.48,2066.78,54.88,4.3,36.13,100,6,294.4,423.07,37.86,40.58,36.97,68.77,1362.48,284.523437,27.44,94,26.24
14-05-2021,4,6,8.96,28.22,31.85,400.64,1270.86,2049.03,54.17,4.41,34.07,100,6,257.28,420.02,35.44,36.61,34.51,61,1270.86,247.921875,27.26,90.67,25.39
14-05-2021,5,5.99,8.93,28.38,31.95,400.67,1273.95,2048.38,54.02,4.4,34.14,100,6,255.44,417.16,35.11,36.41,34.53,60.8,1273.95,247.796875,26.62,94,25.42
14-05-2021,6,6,8.95,28.75,32.3,400.87,1288.04,2052.96,54.06,4.42,34.46,100,6,257.85,417.42,35.17,36.88,34.75,61.32,1288.04,248.421876,26.38,94,25.18
14-05-2021,7,6,9.31,29.97,34.08,398.82,1382.35,2068.62,54.66,4.29,36.57,100,6,300.13,417.6,38.26,41.56,37.41,70.55,1382.35,290.890625,27.04,80.67,23.17
14-05-2021,8,6,9.58,29.98,34.46,396.56,1410.58,2073.35,55.04,4.16,37.21,100,6,325.88,412.28,39.74,44.21,38.22,76.99,1410.58,316.375,28.68,68.5,22.38
14-05-2021,9,5.98,9.97,29.97,34.87,393.09,1444.91,2078,55.17,3.95,37.9,100,6,353.23,413.95,41.55,47.86,41.19,83.1,1444.91,344.71875,30.78,66,23.98
14-05-2021,10,6.01,9.94,31.22,36.12,393.93,1507.73,2088.88,55.68,4,39.12,100,6,363.86,416.71,42.44,50.36,43.24,85.07,1507.73,352.835938,32.1,59.5,24
14-05-2021,11,6.09,10.21,32.1,37.23,393.94,1572.39,2097.37,56.12,4,40.37,100,6,388.75,413.67,44.27,56.48,48.47,91.61,1572.39,376.757812,33.27,57.83,24.84
14-05-2021,12,6.4,10.62,32.06,37.28,398.68,1579.64,2098.57,56.17,4.29,40.51,100,6,391.89,413.94,44.75,57.1,49.19,92.21,1579.64,373.109376,34.11,56.17,25.34
14-05-2021,13,6.67,10.97,32.29,37.61,402.22,1599.57,2103.76,56.26,4.51,40.9,100,6,399.41,417.47,45.12,58.66,50.44,93.24,1599.57,386.507813,35.05,49.5,24.95
14-05-2021,14,6.76,11.04,32.46,37.89,404.23,1612.6,2104.72,56.3,4.62,41.15,100,6,399.77,419.75,45.1,58.92,50.98,92.91,1612.6,386.601562,35.16,49,24.96
14-05-2021,15,6.51,10.72,32.56,37.98,400.88,1615.78,2108.05,56.42,4.41,41.21,100,6,397.93,421.41,45.02,58.69,50.73,92.23,1615.78,386.210937,35.45,46,24.65
14-05-2021,16,6.38,10.56,32.49,37.87,398.69,1609.73,2105.73,56.42,4.29,41.09,100,6,392.73,422.38,44.82,57.89,50.41,90.56,1609.73,305.84375,32.41,57.67,23.94
14-05-2021,17,6.17,10.42,31.23,36.69,393.35,1550.96,2096.09,56.21,3.96,39.95,100,6,388.49,421.93,44.05,56.5,49.21,89.98,1550.96,376.039063,26.11,83.33,22.78
14-05-2021,18,6.01,9.5,28.92,33.33,397.13,1353.64,2068.38,54.78,4.19,35.93,100,6,302.07,418.2,38.2,40.91,37.19,70.87,1353.64,291.710937,26.83,84.67,23.76
14-05-2021,19,5.98,9.41,28.51,32.8,397.03,1327.8,2060.05,54.3,4.19,35.35,100,6,291.82,412.4,37.54,39.48,36.35,69.27,1327.8,282.75,27,86,24.2
14-05-2021,20,5.99,9.47,29,33.41,396.98,1358.67,2065.83,54.49,4.19,36.04,100,6,302.9,415.03,38.31,41.12,37.24,71.46,1358.67,292.796875,27.45,89,25.25
14-05-2021,21,5.97,9.43,29.1,33.45,397.15,1359.54,2066.27,54.42,4.19,36.06,100,6,300.85,412.73,38.11,40.95,37.19,71.29,1359.54,291.523437,27.92,92.33,26.39
14-05-2021,22,6,9.61,29.37,33.95,396.28,1386.65,2068.24,54.56,4.15,36.67,100,6,316.41,415.8,39.14,42.98,37.93,74.48,1386.65,296.914063,28.14,89,25.94
14-05-2021,23,5.98,9.49,29.2,33.63,396.79,1368.5,2067.5,54.52,4.18,36.27,100,6,305.25,420.42,38.53,41.19,37.41,71.38,1368.5,182.460937,27.94,89,25.74
15-05-2021,0,5.98,9.5,29.45,33.88,396.8,1381.22,2070.29,54.54,4.18,36.55,100,6,308.71,423.12,38.6,41.74,37.59,71.83,1381.22,298.070312,27.16,89,24.96
15-05-2021,1,5.99,9.51,29.72,34.16,396.89,1394.69,2071.52,54.6,4.18,36.85,100,6,311.37,424.02,38.96,42.14,37.93,72.32,1394.69,301.625,26.76,89,24.56
15-05-2021,2,5.99,9.55,30.81,35.42,396.27,1458.95,2078.35,55.05,4.14,38.18,100,6,331.64,421.55,40.38,45.23,39.35,77.14,1458.95,321.679687,25.98,88.83,23.75
15-05-2021,3,5.99,9.61,30.9,35.58,395.5,1469.97,2079.35,55.3,4.1,38.39,100,6,336.52,422.07,40.74,45.89,39.83,78.15,1469.97,325.710937,25.23,88,22.83
15-05-2021,4,5.98,9.62,30.85,35.55,395.13,1469.35,2079.23,55.26,4.08,38.38,100,6,337.57,420.57,40.73,46.2,39.6,78.57,1469.35,326.570312,24.58,93,23.18
15-05-2021,5,6,9.57,30.65,35.25,396.12,1451.02,2077.8,55.07,4.13,38.02,100,6,328.98,421.1,40.24,45.26,39.16,76.56,1451.02,318.445312,24.5,94,23.3
15-05-2021,6,5.98,9.43,29.99,34.4,396.97,1401.78,2070.71,54.58,4.18,37.01,100,6,310.53,419.24,38.93,42.64,37.98,72.64,1401.78,300.484376,24.83,90,22.83
15-05-2021,7,5.98,9.62,30.8,35.48,395.45,1463.2,2078.83,54.97,4.09,38.26,100,6,335.6,415.17,40.63,46.1,39.79,78.83,1463.2,325.460938,25.74,83.83,22.51
15-05-2021,8,5.99,9.67,31.53,36.32,395.65,1509.8,2084.13,55.62,4.1,39.16,100,6,347.83,411.78,41.78,48.67,41.67,82.17,1509.8,337.109376,27.09,76.67,22.42
15-05-2021,9,5.99,9.7,31.61,36.43,395.38,1516.68,2086.46,55.64,4.09,39.29,100,6,351,412.02,41.93,49.07,41.46,82.66,1516.68,335.265625,28.58,70,22.58
15-05-2021,10,6.1,10.1,31.92,37.09,395.29,1561.19,2093.94,55.8,4.08,40.15,100,6,378.74,411.42,43.77,53.92,46.93,89.52,1561.19,335.34375,29.3,64,22.1
15-05-2021,11,6.44,10.67,32.01,37.43,399.12,1587.71,2096.8,56.07,4.31,40.67,100,6,390.51,409.86,44.95,58.19,50.24,92.81,1587.71,380.226563,30.1,61,22.3
15-05-2021,12,6.78,11.18,31.91,37.47,403.13,1596.56,2102.26,56.22,4.55,40.84,100,6,400.59,414.33,45.34,59.95,51.15,94.16,1596.56,388.625,31.31,57.5,22.81
15-05-2021,13,6.01,10.37,31.27,36.7,390.85,1556.12,2089.12,56.04,3.81,40.06,100,6,397,419.85,44.5,58.08,49.83,92.35,1556.12,375.71875,32.58,54.5,23.48
15-05-2021,14,6.15,10.55,31.03,36.64,392.86,1552.73,2090.37,56.01,3.94,39.99,100,6,396.63,417.65,44.49,58.14,50.35,92.35,1552.73,384.296874,32.56,54.5,23.46
15-05-2021,15,6.05,10.47,31.17,36.36,391.12,1538.52,2091.79,55.99,3.83,39.72,100,6,394.65,419.1,44.23,56.74,49.31,92.04,1538.52,383.289062,33.15,53,23.75
15-05-2021,16,6,10.41,30.92,36.33,390.31,1536.93,2091.6,56.01,3.78,39.69,100,6,394.81,421.5,44.09,56.7,49.25,91.5,1536.93,380.382813,32.66,55,23.66
